321.13497925,1594.80944824
330.36276245,1590.11657715
346.54595947,1665.31872559
358.93817139,1588.05798340
371.24771118,1596.78063965
371.24771118,1596.78063965
374.89263916,1608.66406250
374.29922485,1592.11730957
378.55654907,1597.26782227
383.12777710,1592.47314453
387.17849731,1597.96545410
410.09118652,1671.77844238
397.81591797,1593.03198242
402.06347656,1588.54541016
430.20120239,1679.39855957
413.01754761,1588.89904785
414.94989014,1593.80676270
424.39636230,1687.82836914
418.14233398,1580.41101074
423.76986694,1604.72888184
423.76986694,1604.72888184
420.46438599,1583.43054199
426.16668701,1599.17895508
424.56790161,1580.36804199
430.68222046,1604.92407227
435.25982666,1591.34692383
438.88919067,1611.22229004
440.36822510,1597.87475586
440.36822510,1597.87475586
444.76797485,1607.65014648
441.17297363,1589.10437012
443.80667114,1595.43469238
450.22351074,1595.53515625
462.45443726,1601.30371094
477.56381226,1503.81567383
468.37619019,1596.49475098
478.54400635,1495.62145996
477.71466064,1602.22497559
481.03121948,1606.38720703
493.15441895,1503.96484375
503.21929932,1668.92883301
489.36236572,1592.72045898
498.14053345,1500.03137207
506.61102295,1671.98327637
508.18530273,1680.39978027
496.19775391,1593.09411621
527.04266357,1670.03308105
505.92678833,1614.83740234
527.04266357,1670.03308105
506.66027832,1603.83337402
506.66027832,1603.83337402
527.04266357,1670.03308105
539.10296631,1670.66809082
539.10296631,1670.66809082
580.16113281,1635.77490234
662.75738525,1777.73547363
662.75738525,1777.73547363
610.25720215,1349.69543457
634.16766357,1555.21887207
639.06115723,1557.19299316
655.25378418,1565.62707520
677.73101807,1556.38793945
688.21447754,1554.95483398
705.79046631,1578.50366211
711.03479004,1382.40600586
725.28131104,1551.87097168
729.33612061,1608.96801758
731.61804199,1569.59716797
760.44714355,1670.20153809
863.01879883,708.48834229
866.25848389,660.91314697
874.51861572,651.05322266
872.77941895,1611.87451172
894.38024902,430.30340576
892.98516846,632.83087158
904.34234619,518.79052734
881.81744385,1778.12268066
883.30236816,1782.65161133
883.30236816,1782.65161133
881.99841309,1788.51757812
906.20190430,704.30938721
894.72662354,1703.82312012
891.29730225,1788.06201172
909.96539307,1121.53564453
914.97631836,647.07775879
914.21905518,807.94122314
911.10131836,949.83538818
915.46832275,811.53808594
911.52685547,1242.01916504
924.01049805,469.60894775
921.81219482,665.01727295
907.83795166,1870.46289062
927.56420898,751.53985596
925.67242432,862.98272705
925.15832520,1033.22558594
928.38671875,632.28240967
910.51727295,1867.73803711
909.65393066,1843.81225586
929.21948242,796.61883545
935.77105713,423.22332764
930.53100586,891.79321289
930.80017090,833.17175293
928.09692383,984.81542969
929.45471191,1221.20043945
936.44616699,633.77014160
936.15270996,749.87365723
937.83825684,729.49072266
934.28521729,1228.39196777
936.55554199,1010.38201904
934.64746094,1340.78002930
937.53753662,1055.68115234
938.80834961,902.56359863
938.24273682,1259.59484863
946.64282227,520.00598145
943.20300293,976.51397705
943.20300293,976.51397705
939.39373779,1127.41467285
948.10565186,810.99847412
949.38391113,623.97143555
947.10302734,1065.18054199
946.81329346,1192.21411133
947.11053467,1044.38769531
946.06915283,1245.86267090
950.40490723,862.60162354
957.19641113,283.87442017
950.37414551,965.23406982
951.82794189,903.05871582
950.25427246,1253.11901855
951.65313721,974.21252441
957.23107910,824.71734619
957.67980957,770.97290039
957.23168945,956.13079834
962.56896973,660.12701416
961.54705811,755.06347656
961.43914795,1218.35400391
965.53338623,967.82391357
962.44073486,1302.06726074
965.19061279,1110.99682617
964.71704102,1245.91540527
967.88311768,921.23937988
966.07476807,1154.43200684
967.31512451,1089.44396973
972.18487549,1244.11450195
972.35754395,1359.83984375
974.28991699,1117.26867676
977.33990479,1012.03039551
973.69335938,1330.45715332
974.89624023,1042.57019043
976.09564209,985.36761475
977.09564209,637.59075928
980.62707520,1357.12927246
972.69952393,1453.92980957
982.90338135,970.99505615
987.13854980,610.31384277
984.68811035,1237.10534668
985.05938721,1091.24194336
984.45825195,1514.41479492
984.45825195,1514.41479492
987.38330078,915.11132812
986.94683838,1048.27734375
986.07183838,1361.02038574
